,Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Draft_Yr,Pk,Team,College,attend_college,conference,FINAL_5Yrs,3PA_Shot,AST_TOV,True_FG%,PPP,FTR,TOV%,Hasst%
545,Wesley Johnson,79,26.2,9.0,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,1.9,0.7,0.7,1.2,1.0,2010,4,MIN,Syracuse University,1,1,1,1,1.5833333333333333,50.767148014440444,0.8714175058094501,13.953488372093023,11.618900077459333,15.484922575387122
546,Ed Davis,65,24.6,7.7,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,0.6,1.0,0.7,1.0,2010,13,TOR,University of North Carolina,1,1,1,0,0.8571428571428572,62.70358306188925,1.0576923076923077,35.08771929824561,9.615384615384615,7.547169811320755
547,Jordan Crawford,42,24.5,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2.0,0.0,2010,27,NJN,Xavier University,1,0,0,1,1.4,47.40680713128039,0.7916102841677942,16.806722689075627,13.531799729364005,15.864022662889518
548,Evan Turner,78,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,0.6,0.2,1.0,1.0,2010,2,PHI,Ohio State University,1,1,1,1,2.0,50.33557046979866,0.8466603951081845,23.529411764705884,11.75917215428034,18.93939393939394
549,Eric Bledsoe,81,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,1.0,2010,18,OKC,University of Kentucky,1,1,1,1,1.5,52.73929471032746,0.7359402460456943,26.666666666666668,26.36203866432338,28.21316614420063
550,Paul George,61,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1.0,0.4,1.1,1.0,2010,10,IND,"California State University, Fresno",1,0,1,1,1.0,56.73552516729706,0.9343555342597029,26.153846153846157,13.17680881648299,11.569813305285303
551,Derrick Favors,78,19.7,6.8,2.8,5.3,51.7,0.0,0.0,0.0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,0.4,0.9,1.0,1.0,2010,3,NJN,Georgia Institute of Technology,1,1,1,0,0.5,58.78284923928078,0.9356081452944414,41.50943396226416,13.758943313153551,6.373486297004462
552,Al-Farouq Aminu,81,17.9,5.6,2.0,5.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.0,2010,8,LAC,Wake Forest University,1,1,1,1,0.5384615384615384,52.532833020637895,0.8045977011494252,30.0,18.67816091954023,9.076175040518637
553,Ekpe Udoh,58,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.4,1.5,0.8,1.0,2010,6,GSW,Baylor University,1,1,1,0,0.8749999999999999,50.71746660069273,0.8064516129032258,28.947368421052634,15.735641227380018,12.022327179046801
554,Gordon Hayward,72,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.0,2010,9,UTA,Butler University,1,0,1,1,1.1,61.55950752393983,0.9520451339915375,31.70731707317074,17.63046544428773,16.13494682801614
555,Patrick Patterson,52,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,1.0,2010,14,HOU,University of Kentucky,1,1,1,0,1.3333333333333335,59.70432145564823,1.0409781890284204,15.686274509803924,9.914077990746861,11.627906976744189
556,Trevor Booker,65,16.4,5.3,2.1,3.9,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,1.0,2010,23,MIN,Clemson University,1,1,1,0,0.8333333333333334,62.323612417685794,1.018447348193697,41.02564102564103,11.529592621060724,8.680555555555555
557,Larry Sanders,60,14.5,4.3,1.9,4.5,43.3,0.0,0.0,0.0,0.5,0.8,56.0,1.0,2.0,3.0,0.3,0.4,1.2,0.6,1.0,2010,15,MIL,Virginia Commonwealth University,1,0,1,0,0.5,45.97946963216424,0.7887013939838591,17.77777777777778,11.005135730007336,5.190311418685122
558,Luke Harangody,49,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,0.0,2010,52,BOS,University of Notre Dame,1,1,0,1,2.0,45.24361948955916,0.826271186440678,11.904761904761903,6.3559322033898304,11.24121779859485
559,Quincy Pondexter,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1.3,0.4,0.3,0.1,0.2,1.0,2010,26,OKC,University of Washington,1,1,1,1,2.0,49.822064056939496,0.8974358974358972,18.51851851851852,6.41025641025641,11.307420494699647
560,Lazar Hayward,42,10.0,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1.0,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0.0,2010,30,WAS,Marquette University,1,0,0,1,1.4,48.469387755102034,0.8189655172413792,27.027027027027025,10.775862068965516,13.023255813953488
561,Jeremy Evans,49,9.4,3.6,1.6,2.3,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,2010,55,UTA,Western Kentucky University,1,0,1,0,1.25,72.6978998384491,1.179554390563565,34.78260869565218,13.106159895150723,13.966480446927376
562,Cole Aldrich,18,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.0,2010,11,NOH,University of Kansas,1,1,1,0,0.5,59.24170616113743,0.7763975155279503,25.0,31.055900621118017,13.377926421404682
563,Armon Johnson,38,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,0.1,0.0,1.0,0.0,2010,34,POR,"University of Nevada, Reno",1,0,0,1,1.2,51.200564971751405,0.7315842583249242,22.22222222222222,25.22704339051463,23.14368370298939
564,Derrick Caracter,41,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.1,0.2,0.5,0.0,2010,58,LAL,University of Texas at El Paso,1,1,0,0,0.4,57.736720554272516,0.8460236886632826,37.49999999999999,21.150592216582066,7.7369439071566735
565,Tyreke Evans,72,37.2,20.1,7.4,16.2,45.8,0.5,2.0,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3.0,1.0,2009,4,SAC,University of Memphis,1,0,1,1,1.9333333333333333,57.00510493477029,0.9111514052583863,40.123456790123456,13.599274705349048,20.649755229194483
566,Stephen Curry,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3.0,1.0,2009,7,GSW,Davidson College,1,0,1,1,1.9666666666666668,58.92255892255892,0.9510869565217392,17.482517482517483,16.304347826086957,24.192721681189134
567,Brandon Jennings,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,1.0,2009,10,MIL,0,0,0,1,1,2.375,49.916269483447124,0.8310100793480591,22.297297297297295,12.867252841518335,23.296209257177892
568,Jonny Flynn,81,28.9,13.5,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1.0,0.0,2.9,0.0,2009,6,MIN,Syracuse University,1,1,0,1,1.517241379310345,53.88791314066741,0.8358098068350668,27.966101694915253,17.9544328875681,21.28946413451071
569,Darren Collison,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40.0,1.9,2.3,85.1,0.5,2.0,2.5,5.7,1.0,0.1,2.7,1.0,2009,21,NOH,"University of California, Los Angeles",1,1,1,1,2.111111111111111,56.849440674857874,0.8786848072562358,22.115384615384613,19.132653061224488,28.654015332411714
570,Taj Gibson,82,26.9,9.0,3.8,7.7,49.4,0.0,0.0,0.0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,1.0,2009,26,CHI,University of Southern California,1,1,1,0,0.6428571428571429,55.13354569958343,0.8978451715881882,27.27272727272727,13.966480446927374,8.18367810866106
573,Jrue Holiday,73,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1.0,2009,17,PHI,"University of California, Los Angeles",1,1,1,1,1.8095238095238093,54.31830526887561,0.8223684210526316,16.901408450704224,21.58717105263158,28.002947678703023
574,James Harden,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,1.0,2009,3,OKC,Arizona State University,1,1,1,1,1.2857142857142858,59.60982658959537,0.9511913912375097,42.10526315789474,13.45119139123751,14.61038961038961
575,Terrence Williams,78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,0.0,2009,11,NJN,University of Louisville,1,1,0,1,1.8124999999999998,48.2980680772769,0.7856341189674523,21.686746987951803,14.964459408903855,21.237641889417795
576,DeMar DeRozan,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.6,0.2,0.8,1.0,2009,9,TOR,University of Southern California,1,1,1,1,0.8749999999999999,60.13986013986015,1.011764705882353,37.878787878787875,9.411764705882353,7.537012113055182
577,Ty Lawson,65,20.3,8.3,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.0,2009,18,MIN,University of North Carolina,1,1,1,1,2.3846153846153846,64.00370141887724,1.003870343492985,36.66666666666667,15.723270440251572,27.08606378331149
578,Chase Budinger,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,1.2,0.5,0.1,0.7,1.0,2009,44,DET,University of Arizona,1,1,1,1,1.7142857142857144,56.586978636826046,1.008155867693702,15.789473684210526,7.92931581332125,11.916583912611719
579,Toney Douglas,56,19.4,8.6,3.2,7.0,45.8,1.2,3.1,38.9,1.0,1.2,80.9,0.7,1.2,1.9,2.0,0.8,0.1,1.0,1.0,2009,29,LAL,Florida State University,1,1,1,1,2.0,59.19603524229075,1.0084427767354596,17.142857142857142,11.72607879924953,18.92147587511826
580,DeJuan Blair,82,18.2,7.8,3.4,6.0,55.6,0.0,0.0,0.0,1.1,2.0,54.7,2.4,4.0,6.4,0.8,0.6,0.5,1.4,1.0,2009,37,SAS,University of Pittsburgh,1,1,1,0,0.5714285714285715,60.55900621118012,0.9420289855072465,33.33333333333333,16.908212560386474,8.743169398907105
581,Wayne Ellington,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1.0,0.3,0.1,1.0,1.0,2009,28,MIN,University of North Carolina,1,1,1,1,1.0,54.11610364053787,0.9046052631578947,15.254237288135592,13.706140350877192,12.008405884118883
582,Sam Young,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,2.5,0.7,0.4,0.3,1.2,0.0,2009,36,MEM,University of Pittsburgh,1,1,0,1,0.5833333333333334,55.356074207061646,0.884321223709369,35.483870967741936,14.340344168260035,7.654455986878076
583,Eric Maynor,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31.0,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1.0,2009,20,UTA,Virginia Commonwealth University,1,0,1,1,2.9999999999999996,50.02128565346956,0.7838559039359573,20.0,18.345563709139427,35.37925489145002
584,A.J. Price,56,15.4,7.3,2.6,6.3,41.0,1.1,3.1,34.5,1.1,1.3,80.0,0.2,1.4,1.6,1.9,0.6,0.1,1.1,1.0,2009,52,IND,University of Connecticut,1,0,1,1,1.727272727272727,55.42058912845429,0.9157049673858505,20.634920634920636,13.798294029101859,19.158053945046635
585,Karl-Anthony Towns,82,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2.0,0.7,1.7,2.2,0.0,2015,1,MIN,University of Kentucky,1,1,1,1,0.9090909090909091,61.62446120689656,1.0283209710047203,24.113475177304963,12.362328613171501,10.042681395932714
586,Jordan Hill,47,13.3,5.2,2.1,4.3,49.3,0.0,0.0,0.0,1.0,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1.0,2009,8,NYK,University of Arizona,1,1,1,0,0.6666666666666667,56.423611111111114,0.9427121102248007,32.558139534883715,10.877447425670777,6.705783738474434
587,Austin Daye,69,13.3,5.1,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.5,0.4,0.4,0.7,1.0,2009,15,DET,Gonzaga University,1,0,1,1,0.7142857142857143,56.97050938337801,0.9529147982062779,18.6046511627907,13.079222720478324,8.503401360544217
588,Jon Brockman,52,12.6,2.8,1.1,2.0,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,4.1,0.4,0.3,0.1,0.4,0.0,2009,38,POR,University of Washington,1,1,0,0,1.0,61.83745583038868,0.9562841530054644,60.0,13.661202185792352,11.869436201780417
589,Jodie Meeks,60,12.0,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1.0,2009,41,MIL,University of Kentucky,1,1,1,1,1.7499999999999998,50.494198538891276,0.9024577572964669,15.555555555555555,7.680491551459294,11.799410029498523
590,Dante Cunningham,63,11.2,3.9,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1.0,2009,33,POR,Villanova University,1,0,1,0,1.0,54.530201342281885,0.9868421052631579,23.529411764705884,5.060728744939272,4.784688995215312
591,DeMarre Carroll,71,11.2,2.9,1.2,3.1,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.0,2009,27,MEM,University of Missouri,1,1,1,1,1.6666666666666667,44.560540872771966,0.7820927723840345,22.58064516129032,8.090614886731391,11.813349084465447
592,Jeff Teague,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,1.0,2009,19,ATL,Wake Forest University,1,1,1,1,2.428571428571429,47.70423375074538,0.7604562737642586,21.874999999999996,16.634980988593153,28.655710071639273
593,Derrick Brown,57,9.4,3.3,1.2,2.6,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.0,2009,40,CHA,Xavier University,1,0,0,1,1.0,57.17255717255717,0.9504608294930875,50.0,8.640552995391705,7.858546168958743
594,DaJuan Summers,44,9.2,3.0,1.0,3.0,35.4,0.3,1.0,35.7,0.6,0.9,71.1,0.3,0.7,1.0,0.4,0.2,0.2,0.4,0.0,2009,35,DET,Georgetown University,1,0,0,1,1.0,46.90431519699813,0.7903055848261328,30.0,10.537407797681771,9.461856889414548
595,Earl Clark,51,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1.0,2009,14,PHO,University of Louisville,1,1,1,1,0.8,42.80279010779962,0.7090336134453782,23.333333333333332,13.130252100840337,9.450679267572358
596,Jahlil Okafor,53,30.0,17.5,7.5,14.7,50.8,0.0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7.0,1.2,0.4,1.1,2.3,0.0,2015,3,PHI,Duke University,1,1,1,1,0.5217391304347826,56.40067036225345,0.9394459952759288,25.170068027210885,12.347004509340778,6.012777151446825
597,Lester Hudson,25,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0.0,2009,58,BOS,University of Tennessee at Martin,1,0,0,1,0.8333333333333334,52.03619909502262,0.7876712328767121,23.809523809523807,20.547945205479447,14.545454545454545
598,O.J. Mayo,82,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,1.0,2008,3,MIN,University of Southern California,1,1,1,1,1.142857142857143,56.581844873990704,0.9298351427422598,21.794871794871796,14.073180538801768,13.784191255653674
599,Derrick Rose,81,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.0,2008,1,CHI,University of Memphis,1,0,1,1,2.52,53.908355795148246,0.8953314858239182,20.80536912751678,13.323385205713068,25.02731155030291
600,Eric Gordon,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,2.6,2.8,1.0,0.5,2.1,1.0,2008,7,LAC,Indiana University,1,1,1,1,1.3333333333333333,63.939634630659256,1.0267857142857144,38.793103448275865,13.392857142857142,15.023474178403756
601,Russell Westbrook,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1.0,2008,4,OKC,"University of California, Los Angeles",1,1,1,1,1.6060606060606062,52.599009900990104,0.805772066568359,38.80597014925373,17.37939751421951,21.659174499387003
602,Mario Chalmers,82,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2.0,1.0,2008,34,MIN,University of Kansas,1,1,1,1,2.45,57.95085767269356,0.896378630333453,29.629629629629626,17.92757260666906,30.359355638166047
603,Brook Lopez,82,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,1.0,0.5,1.8,1.8,1.0,2008,10,NJN,Stanford University,1,1,1,0,0.5555555555555556,59.78660779985283,0.9815765629719116,25.24271844660194,13.591060102688008,6.975933031042901
604,Jason Thompson,82,28.1,11.1,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1.0,2008,12,SAC,Rider University,1,0,1,1,0.6111111111111112,58.60612460401268,0.9219269102990033,40.229885057471265,14.950166112956811,8.294062205466542
605,D.J. Augustin,72,26.5,11.8,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0.0,1.6,1.0,2008,9,CHA,University of Texas at Austin,1,0,1,1,2.1875,63.413585554600175,1.0165403170227432,37.2093023255814,13.783597518952448,22.99605781865966
606,Justise Winslow,78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1.0,1.5,68.4,1.0,4.1,5.2,1.5,0.9,0.3,1.2,0.0,2015,10,MIA,Duke University,1,1,1,1,1.25,51.36436597110754,0.8247422680412371,25.423728813559322,15.463917525773194,16.10738255033557
607,Kevin Love,81,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,0.4,0.6,1.5,1.0,2008,5,MEM,"University of California, Los Angeles",1,1,1,1,0.6666666666666666,59.02999361837907,0.9403592002710945,48.23529411764705,12.707556760420196,7.723498744931454
608,Courtney Lee,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,1.0,0.2,0.9,1.0,2008,22,ORL,Western Kentucky University,1,0,1,1,1.3333333333333333,57.819383259911895,0.9966777408637874,17.142857142857142,10.678690080683435,12.409513960703206
609,Michael Beasley,81,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,0.5,0.5,1.5,1.0,2008,2,MIA,Kansas State University,1,1,1,1,0.6666666666666666,55.7784911717496,0.9507523939808481,25.423728813559322,10.259917920656635,6.359300476947535
610,Brandon Rush,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1.0,1.0,2008,13,POR,University of Kansas,1,1,1,1,0.9,51.278804760698904,0.8905013192612137,11.688311688311687,10.993843447669304,8.975317875841435
611,Greg Oden,61,21.5,8.9,3.2,5.8,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,7.0,0.5,0.4,1.1,1.4,0.0,2007,1,POR,Ohio State University,1,1,0,0,0.35714285714285715,67.28152403991533,1.008155867693702,63.793103448275865,15.8586316266425,5.28680941052075
612,Kyle Weaver,56,20.8,5.3,2.0,4.4,45.9,0.6,1.7,34.4,0.7,1.0,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0.0,2008,38,CHA,Washington State University,1,1,0,1,1.5,57.35930735930735,0.8774834437086091,22.727272727272727,19.86754966887417,22.857142857142858
613,Ryan Anderson,66,19.9,7.4,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1.0,2008,21,NJN,University of California,1,1,1,1,0.888888888888889,56.094602789569436,0.937658388241257,29.03225806451613,11.403953370501775,9.137635636778985
614,Darrell Arthur,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1.0,2008,27,NOH,University of Kansas,1,1,1,0,1.0,47.65146358066711,0.8418520745640408,14.035087719298245,9.019843656043294,8.241758241758241
615,George Hill,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1.0,1.0,2008,26,SAS,Indiana University-Purdue University Indianapolis,1,1,1,1,1.8,54.61862782675355,0.8589511754068716,39.58333333333333,15.06931886678722,21.170244045868863
616,Marreese Speights,79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1.0,2008,16,PHI,University of Florida,1,1,1,1,0.6666666666666667,56.83495718925303,0.9938048528652556,26.5625,7.743933918430562,4.87359122753579
617,JaVale McGee,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.4,1.0,0.8,1.0,2008,18,WAS,"University of Nevada, Reno",1,0,1,0,0.37499999999999994,57.1780436312456,0.9328358208955224,42.30769230769231,11.481056257175661,4.084411164057182
618,Mike Taylor,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0.0,1.4,0.0,2008,55,POR,Iowa State University,1,1,0,1,1.5000000000000002,51.3328530259366,0.78039430449069,30.76923076923077,19.16757940854326,22.198731501057082
619,DeAndre Jordan,53,14.5,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.0,2008,35,LAC,Texas A&M University,1,1,1,0,0.25,65.91048436541999,0.9504862953138815,75.00000000000001,17.68346595932803,4.168837936425222
620,Roy Hibbert,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1.0,2008,17,TOR,Georgetown University,1,0,1,0,0.8749999999999999,54.936552151036835,0.9192128430864837,35.0,10.357327809425168,8.237716975581053
621,D'Angelo Russell,80,28.2,13.2,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,0.0,2015,2,LAL,Ohio State University,1,1,1,1,1.3199999999999998,52.68199233716475,0.8485471843661608,20.0,16.07096940087426,17.423442449841602
622,Chris Douglas-Roberts,44,13.3,4.9,1.8,4.0,46.0,0.1,0.3,25.0,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,1.0,2008,40,NJN,University of Memphis,1,0,1,1,1.7142857142857144,56.870937790157846,0.9217456734386757,35.0,13.167795334838223,18.278750952018278
623,Jerryd Bayless,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0.0,1.1,1.0,2008,11,IND,University of Arizona,1,1,1,1,1.3636363636363635,53.50920856147338,0.7767341040462428,52.77777777777778,19.869942196531795,21.119324181626183
624,Kosta Koufos,48,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.3,0.7,0.5,1.0,2008,23,UTA,Ohio State University,1,1,1,0,0.8,56.73587638821825,0.9623259623259623,28.20512820512821,10.237510237510236,7.51526538280883
625,Devin Booker,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0.0,2015,13,PHO,University of Kentucky,1,1,1,1,1.2380952380952381,56.79947316430689,0.9202453987730062,29.82456140350877,14.00373432915444,14.67682754727632
626,Robin Lopez,60,10.2,3.1,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.2,0.7,0.5,1.0,2008,15,PHO,Stanford University,1,1,1,0,0.2,60.97560975609757,0.9439707673568819,47.82608695652175,15.225334957369064,2.921840759678598
627,Darnell Jackson,51,8.4,1.9,0.7,1.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0.0,2008,52,MIA,University of Kansas,1,1,0,0,0.6666666666666667,51.24056094929882,0.8232235701906413,41.17647058823529,12.99826689774697,7.897334649555776
628,Sean Singletary,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40.0,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0.0,0.6,0.0,2008,42,SAC,University of Virginia,1,1,0,1,1.3333333333333335,49.34210526315789,0.7585335018963337,26.08695652173913,18.963337547408344,20.075282308657467
629,Kevin Durant,80,34.6,20.3,7.3,17.1,43.0,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1.0,0.9,2.9,1.0,2007,2,OKC,University of Texas at Austin,1,0,1,1,0.8275862068965517,55.36766310277111,0.9036680911680912,32.7485380116959,12.90954415954416,9.577015163607342
630,Jeff Green,80,28.2,10.5,4.0,9.4,42.7,0.3,1.0,27.6,2.2,3.0,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2.0,1.0,2007,5,BOS,Georgetown University,1,0,1,1,0.75,52.18687872763419,0.8254716981132075,31.914893617021274,15.723270440251572,10.471204188481675
631,Al Thornton,79,27.3,12.7,4.7,11.0,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0.0,2007,14,LAC,Florida State University,1,1,0,1,0.7499999999999999,53.850067842605156,0.8953750705019741,32.72727272727273,11.28031584884377,7.736943907156673
632,Mike Conley,53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33.0,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0.0,1.7,1.0,2007,4,MEM,Ohio State University,1,1,1,1,2.4705882352941178,53.37270043152395,0.853614239011987,27.710843373493972,15.437704322557208,27.464443354585583
